country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10
Brazil,BR,2025-09-07,Films,10,The Fast and the Furious,,2
Brazil,BR,2025-08-31,Films,1,Fall for Me,,2
Brazil,BR,2025-08-31,Films,2,Abandoned Man,,2
Brazil,BR,2025-08-31,Films,3,KPop Demon Hunters,,11
Brazil,BR,2025-08-31,Films,4,The Thursday Murder Club,,1
Brazil,BR,2025-08-31,Films,5,The Northman,,1
Brazil,BR,2025-08-31,Films,6,Welcome to Sudden Death,,2
Brazil,BR,2025-08-31,Films,7,2 Hearts,,3
Brazil,BR,2025-08-31,Films,8,Love Untangled,,1
Brazil,BR,2025-08-31,Films,9,Paw Patrol: The Movie,,9
Brazil,BR,2025-08-31,Films,10,The Art of Racing in the Rain,,1
Brazil,BR,2025-08-24,Films,1,Fall for Me,,1
Brazil,BR,2025-08-24,Films,2,Welcome to Sudden Death,,1
Brazil,BR,2025-08-24,Films,3,Night Always Comes,,2
Brazil,BR,2025-08-24,Films,4,KPop Demon Hunters,,10
Brazil,BR,2025-08-24,Films,5,Abandoned Man,,1
Brazil,BR,2025-08-24,Films,6,Romance in Style,,2
Brazil,BR,2025-08-24,Films,7,Blended,,2
Brazil,BR,2025-08-24,Films,8,Taxi,,1
Brazil,BR,2025-08-24,Films,9,Tom and Jerry,,1
Brazil,BR,2025-08-24,Films,10,Paw Patrol: The Movie,,8
Brazil,BR,2025-08-17,Films,1,Night Always Comes,,1
Brazil,BR,2025-08-17,Films,2,My Oxford Year,,3
Brazil,BR,2025-08-17,Films,3,KPop Demon Hunters,,9
Brazil,BR,2025-08-17,Films,4,Elektra,,1
Brazil,BR,2025-08-17,Films,5,Next,,1
Brazil,BR,2025-08-17,Films,6,Home,,3
Brazil,BR,2025-08-17,Films,7,The Hangover,,1
Brazil,BR,2025-08-17,Films,8,Bullet Train,,1
Brazil,BR,2025-08-17,Films,9,Romance in Style,,1
Brazil,BR,2025-08-17,Films,10,Blended,,1
Brazil,BR,2025-08-10,Films,1,My Oxford Year,,2
Brazil,BR,2025-08-10,Films,2,Gladiator II,,2
Brazil,BR,2025-08-10,Films,3,KPop Demon Hunters,,8
Brazil,BR,2025-08-10,Films,4,Storks,,1
Brazil,BR,2025-08-10,Films,5,Megamind,,1
Brazil,BR,2025-08-10,Films,6,Happy Gilmore 2,,3
Brazil,BR,2025-08-10,Films,7,The Rhythm Section,,2
Brazil,BR,2025-08-10,Films,8,Dolittle,,3
Brazil,BR,2025-08-10,Films,9,Mr. Deeds,,1
Brazil,BR,2025-08-10,Films,10,Coach Carter,,1
Brazil,BR,2025-08-03,Films,1,My Oxford Year,,1
Brazil,BR,2025-08-03,Films,2,Gladiator II,,1
Brazil,BR,2025-08-03,Films,3,Happy Gilmore 2,,2
Brazil,BR,2025-08-03,Films,4,Rampage,,2
Brazil,BR,2025-08-03,Films,5,KPop Demon Hunters,,7
Brazil,BR,2025-08-03,Films,6,Happy Gilmore,,2
Brazil,BR,2025-08-03,Films,7,Five Nights at Freddy's,,1
Brazil,BR,2025-08-03,Films,8,Flightplan,,1
Brazil,BR,2025-08-03,Films,9,A Normal Woman,,2
Brazil,BR,2025-08-03,Films,10,Lost on a Mountain in Maine,,3
Brazil,BR,2025-07-27,Films,1,Lost on a Mountain in Maine,,2
Brazil,BR,2025-07-27,Films,2,Happy Gilmore 2,,1
Brazil,BR,2025-07-27,Films,3,Almost Family,,2
Brazil,BR,2025-07-27,Films,4,Rampage,,1
Brazil,BR,2025-07-27,Films,5,KPop Demon Hunters,,6
Brazil,BR,2025-07-27,Films,6,A Normal Woman,,1
Brazil,BR,2025-07-27,Films,7,Trolls Band Together,,1
Brazil,BR,2025-07-27,Films,8,Brick,,3
Brazil,BR,2025-07-27,Films,9,Happy Gilmore,,1
Brazil,BR,2025-07-27,Films,10,Interstellar,,1
Brazil,BR,2025-07-20,Films,1,Brick,,2
Brazil,BR,2025-07-20,Films,2,Almost Family,,1
Brazil,BR,2025-07-20,Films,3,Almost Cops,,2
Brazil,BR,2025-07-20,Films,4,Lost on a Mountain in Maine,,1
Brazil,BR,2025-07-20,Films,5,KPop Demon Hunters,,5
Brazil,BR,2025-07-20,Films,6,Madea’s Destination Wedding,,2
Brazil,BR,2025-07-20,Films,7,Smile 2,,1
Brazil,BR,2025-07-20,Films,8,Patriot Games,,1
Brazil,BR,2025-07-20,Films,9,The Old Guard 2,,3
Brazil,BR,2025-07-20,Films,10,Christian Mingle,,1
Brazil,BR,2025-07-13,Films,1,Brick,,1
Brazil,BR,2025-07-13,Films,2,Almost Cops,,1
Brazil,BR,2025-07-13,Films,3,The Old Guard 2,,2
Brazil,BR,2025-07-13,Films,4,KPop Demon Hunters,,4
Brazil,BR,2025-07-13,Films,5,The Quick and the Dead,,2
Brazil,BR,2025-07-13,Films,6,Ziam,,1
Brazil,BR,2025-07-13,Films,7,Infinite,,3
Brazil,BR,2025-07-13,Films,8,Madea’s Destination Wedding,,1
Brazil,BR,2025-07-13,Films,9,Oppenheimer,,1
Brazil,BR,2025-07-13,Films,10,The Super Mario Bros. Movie,,6
Brazil,BR,2025-07-06,Films,1,The Old Guard 2,,1
Brazil,BR,2025-07-06,Films,2,Infinite,,2
Brazil,BR,2025-07-06,Films,3,KPop Demon Hunters,,3
Brazil,BR,2025-07-06,Films,4,Turma Da Monica: Lacos,,2
Brazil,BR,2025-07-06,Films,5,Mamonas Assassinas: O Filme,,2
Brazil,BR,2025-07-06,Films,6,The Old Guard,,1
Brazil,BR,2025-07-06,Films,7,Minha Mãe é uma Peça 2: O Filme,,1
Brazil,BR,2025-07-06,Films,8,The Invitation,,1
Brazil,BR,2025-07-06,Films,9,The Quick and the Dead,,1
Brazil,BR,2025-07-06,Films,10,The Super Mario Bros. Movie,,5
Brazil,BR,2025-06-29,Films,1,KPop Demon Hunters,,2
Brazil,BR,2025-06-29,Films,2,Latin Blood - The Ballad of Ney Matogrosso,,2
Brazil,BR,2025-06-29,Films,3,Turma Da Monica: Lacos,,1
Brazil,BR,2025-06-29,Films,4,Infinite,,1
Brazil,BR,2025-06-29,Films,5,STRAW,,4
Brazil,BR,2025-06-29,Films,6,Semi-Soeter,,2
Brazil,BR,2025-06-29,Films,7,Trainwreck: Poop Cruise,,1
Brazil,BR,2025-06-29,Films,8,The Super Mario Bros. Movie,,4
Brazil,BR,2025-06-29,Films,9,The Sum of All Fears,,1
Brazil,BR,2025-06-29,Films,10,Mamonas Assassinas: O Filme,,1
Brazil,BR,2025-06-22,Films,1,STRAW,,3
Brazil,BR,2025-06-22,Films,2,Latin Blood - The Ballad of Ney Matogrosso,,1
Brazil,BR,2025-06-22,Films,3,The Last Voyage of the Demeter,,2
Brazil,BR,2025-06-22,Films,4,The Super Mario Bros. Movie,,3
Brazil,BR,2025-06-22,Films,5,K.O.,,3
Brazil,BR,2025-06-22,Films,6,Semi-Soeter,,1
Brazil,BR,2025-06-22,Films,7,KPop Demon Hunters,,1
Brazil,BR,2025-06-22,Films,8,Knock at the Cabin,,1
Brazil,BR,2025-06-22,Films,9,Antz,,1
Brazil,BR,2025-06-22,Films,10,Barnyard,,6
Brazil,BR,2025-06-15,Films,1,STRAW,,2
Brazil,BR,2025-06-15,Films,2,The Super Mario Bros. Movie,,2
Brazil,BR,2025-06-15,Films,3,K.O.,,2
Brazil,BR,2025-06-15,Films,4,Titan: The OceanGate Submersible Disaster,,1
Brazil,BR,2025-06-15,Films,5,Cheers to Life,,1
Brazil,BR,2025-06-15,Films,6,Wonka,,1
Brazil,BR,2025-06-15,Films,7,The Last Voyage of the Demeter,,1
Brazil,BR,2025-06-15,Films,8,A Widow's Game,,3
Brazil,BR,2025-06-15,Films,9,M3GAN,,2
Brazil,BR,2025-06-15,Films,10,Our Times,,1
Brazil,BR,2025-06-08,Films,1,A Widow's Game,,2
Brazil,BR,2025-06-08,Films,2,K.O.,,1
Brazil,BR,2025-06-08,Films,3,STRAW,,1
Brazil,BR,2025-06-08,Films,4,The Heart Knows,,2
Brazil,BR,2025-06-08,Films,5,M3GAN,,1
